estado,a√±o,mes,precio
Yucatan,2018,1,18.78
Zacatecas,2018,1,19.69
Aguascalientes,2018,1,19.8
Baja California,2018,1,19.36
Baja California Sur,2018,1,19.34
Campeche,2018,1,19.24
Chiapas,2018,1,19.09
Chihuahua,2018,1,17.96
Ciudad de Mexico,2018,1,19.6
Coahuila de Zaragoza,2018,1,19.26
Colima,2018,1,19.18
Durango,2018,1,19.58
Guanajuato,2018,1,19.7
Guerrero,2018,1,19.47
Hidalgo,2018,1,19.06
Jalisco,2018,1,19.89
Michoacan de Ocampo,2018,1,19.76
Morelos,2018,1,19.34
Mexico,2018,1,19.38
Nacional,2018,1,19.23
Nayarit,2018,1,19.89
Nuevo Leon,2018,1,19.66
Oaxaca,2018,1,19.32
Puebla,2018,1,19.21
Queretaro,2018,1,19.51
Quintana Roo,2018,1,19.33
San Luis Potosi,2018,1,19.3
Sinaloa,2018,1,19.72
Sonora,2018,1,18.95
Tabasco,2018,1,18.81
Tamaulipas,2018,1,16.88
Tlaxcala,2018,1,19.13
Veracruz de Ignacio de la Llave,2018,1,18.79
Yucatan,2018,1,19.05
Zacatecas,2018,1,19.94
Aguascalientes,2018,1,20.0
Baja California,2018,1,19.57
Baja California Sur,2018,1,19.56
Campeche,2018,1,19.44
Chiapas,2018,1,19.22
Chihuahua,2018,1,18.15
Ciudad de Mexico,2018,1,19.86
Coahuila de Zaragoza,2018,1,19.48
Colima,2018,1,19.35
Durango,2018,1,19.78
Guanajuato,2018,1,19.93
Guerrero,2018,1,19.66
Hidalgo,2018,1,19.23
Jalisco,2018,1,20.14
Michoacan de Ocampo,2018,1,19.96
Morelos,2018,1,19.53
Mexico,2018,1,19.6
Nacional,2018,1,19.43
Nayarit,2018,1,20.09
Nuevo Leon,2018,1,19.85
Oaxaca,2018,1,19.52
Puebla,2018,1,19.41
Queretaro,2018,1,19.69
Quintana Roo,2018,1,19.5
San Luis Potosi,2018,1,19.52
Sinaloa,2018,1,19.91
Sonora,2018,1,19.13
Tabasco,2018,1,18.97
Tamaulipas,2018,1,17.07
Tlaxcala,2018,1,19.32
Veracruz de Ignacio de la Llave,2018,1,18.98
Yucatan,2018,1,19.2
Zacatecas,2018,1,20.12
Aguascalientes,2018,1,20.0
Baja California,2018,1,19.61
Baja California Sur,2018,1,19.63
Campeche,2018,1,19.46
Chiapas,2018,1,19.2
Chihuahua,2018,1,17.95
Ciudad de Mexico,2018,1,19.9
Coahuila de Zaragoza,2018,1,19.44
Colima,2018,1,19.38
Durango,2018,1,19.73
Guanajuato,2018,1,19.96
Guerrero,2018,1,19.56
Hidalgo,2018,1,19.16
Jalisco,2018,1,20.19
Michoacan de Ocampo,2018,1,19.91
Morelos,2018,1,19.51
Mexico,2018,1,19.59
Nacional,2018,1,19.41
Nayarit,2018,1,20.13
Nuevo Leon,2018,1,19.78
Oaxaca,2018,1,19.51
Puebla,2018,1,19.41
Queretaro,2018,1,19.7
Quintana Roo,2018,1,19.45
San Luis Potosi,2018,1,19.47
Sinaloa,2018,1,19.93
Sonora,2018,1,19.13
Tabasco,2018,1,18.91
Tamaulipas,2018,1,16.92
Tlaxcala,2018,1,19.31
Veracruz de Ignacio de la Llave,2018,1,18.95
Yucatan,2018,1,19.21
Zacatecas,2018,1,20.1
Aguascalientes,2018,1,19.81
Baja California,2018,1,19.4
Baja California Sur,2018,1,19.53
Campeche,2018,1,19.39
Chiapas,2018,1,18.92
Chihuahua,2018,1,17.54
Ciudad de Mexico,2018,1,19.75
Coahuila de Zaragoza,2018,1,19.17
Colima,2018,1,19.16
Durango,2018,1,19.44
Guanajuato,2018,1,19.68
Guerrero,2018,1,19.23
Hidalgo,2018,1,18.82
Jalisco,2018,1,19.95
Michoacan de Ocampo,2018,1,19.61
Morelos,2018,1,19.29
Mexico,2018,1,19.39
Nacional,2018,1,19.1
Nayarit,2018,1,19.98
Nuevo Leon,2018,1,19.34
Oaxaca,2018,1,19.26
Puebla,2018,1,19.16
Queretaro,2018,1,19.53
Quintana Roo,2018,1,19.13
San Luis Potosi,2018,1,19.17
Sinaloa,2018,1,19.81
Sonora,2018,1,18.93
Tabasco,2018,1,18.63
Tamaulipas,2018,1,16.48
Tlaxcala,2018,1,18.92
Veracruz de Ignacio de la Llave,2018,1,18.63
Yucatan,2018,1,18.81
Zacatecas,2018,1,19.82
Aguascalientes,2019,1,19.64
Baja California,2019,1,18.04
Baja California Sur,2019,1,19.27
Campeche,2019,1,19.18
Chiapas,2019,1,18.52
Chihuahua,2019,1,16.83
Ciudad de Mexico,2019,1,19.63
Coahuila de Zaragoza,2019,1,18.9
Colima,2019,1,18.98
Durango,2019,1,19.25
Guanajuato,2019,1,19.72
Guerrero,2019,1,19.05
Hidalgo,2019,1,18.67
Jalisco,2019,1,19.9
Michoacan de Ocampo,2019,1,19.54
Morelos,2019,1,19.08
Mexico,2019,1,19.39
Nacional,2019,1,18.82
Nayarit,2019,1,19.94
Nuevo Leon,2019,1,19.07
Oaxaca,2019,1,19.06
Puebla,2019,1,18.85
Queretaro,2019,1,19.61
Quintana Roo,2019,1,18.83
San Luis Potosi,2019,1,18.92
Sinaloa,2019,1,19.54
Sonora,2019,1,18.29
Tabasco,2019,1,18.15
Tamaulipas,2019,1,15.96
Tlaxcala,2019,1,18.55
Veracruz de Ignacio de la Llave,2019,1,18.31
Yucatan,2019,1,18.52
Zacatecas,2019,1,19.63
Aguascalientes,2019,1,20.08
Baja California,2019,1,18.17
Baja California Sur,2019,1,19.59
Campeche,2019,1,19.44
Chiapas,2019,1,18.92
Chihuahua,2019,1,17.31
Ciudad de Mexico,2019,1,19.96
Coahuila de Zaragoza,2019,1,19.19
Colima,2019,1,19.53
Durango,2019,1,19.6
Guanajuato,2019,1,20.18
Guerrero,2019,1,19.62
Hidalgo,2019,1,19.17
Jalisco,2019,1,20.31
Michoacan de Ocampo,2019,1,20.32
Morelos,2019,1,19.44
Mexico,2019,1,19.76
Nacional,2019,1,19.25
Nayarit,2019,1,20.33
Nuevo Leon,2019,1,19.48
Oaxaca,2019,1,19.55
Puebla,2019,1,19.07
Queretaro,2019,1,19.89
Quintana Roo,2019,1,19.56
San Luis Potosi,2019,1,19.36
Sinaloa,2019,1,19.84
Sonora,2019,1,18.84
Tabasco,2019,1,18.2
Tamaulipas,2019,1,16.58
Tlaxcala,2019,1,19.01
Veracruz de Ignacio de la Llave,2019,1,18.65
Yucatan,2019,1,19.32
Zacatecas,2019,1,19.91
Aguascalientes,2019,1,20.34
Baja California,2019,1,18.56
Baja California Sur,2019,1,20.38
Campeche,2019,1,19.91
Chiapas,2019,1,19.62
Chihuahua,2019,1,17.84
Ciudad de Mexico,2019,1,20.52
Coahuila de Zaragoza,2019,1,19.68
Colima,2019,1,19.97
Durango,2019,1,20.1
Guanajuato,2019,1,20.54
Guerrero,2019,1,20.08
Hidalgo,2019,1,19.54
Jalisco,2019,1,20.78
Michoacan de Ocampo,2019,1,20.68
Morelos,2019,1,19.82
Mexico,2019,1,20.3
Nacional,2019,1,19.74
Nayarit,2019,1,20.79
Nuevo Leon,2019,1,20.23
Oaxaca,2019,1,20.1
Puebla,2019,1,19.59
Queretaro,2019,1,20.18
Quintana Roo,2019,1,20.08
San Luis Potosi,2019,1,19.77
Sinaloa,2019,1,20.21
Sonora,2019,1,19.34
Tabasco,2019,1,18.88
Tamaulipas,2019,1,17.02
Tlaxcala,2019,1,19.61
Veracruz de Ignacio de la Llave,2019,1,19.17
Yucatan,2019,1,19.93
Zacatecas,2019,1,20.23
Aguascalientes,2019,1,19.85
Baja California,2019,1,18.49
Baja California Sur,2019,1,20.39
Campeche,2019,1,19.75
Chiapas,2019,1,19.47
Chihuahua,2019,1,17.49
Ciudad de Mexico,2019,1,20.49
Coahuila de Zaragoza,2019,1,19.37
Colima,2019,1,19.77
Durango,2019,1,19.87
Guanajuato,2019,1,20.26
Guerrero,2019,1,19.88
Hidalgo,2019,1,19.37
Jalisco,2019,1,20.66
Michoacan de Ocampo,2019,1,20.29
Morelos,2019,1,19.71
Mexico,2019,1,20.21
Nacional,2019,1,19.52
Nayarit,2019,1,20.69
Nuevo Leon,2019,1,19.81
Oaxaca,2019,1,20.12
Puebla,2019,1,19.37
Queretaro,2019,1,20.06
Quintana Roo,2019,1,19.66
San Luis Potosi,2019,1,19.52
Sinaloa,2019,1,20.03
Sonora,2019,1,19.09
Tabasco,2019,1,18.73
Tamaulipas,2019,1,16.62
Tlaxcala,2019,1,19.39
Veracruz de Ignacio de la Llave,2019,1,19.03
Yucatan,2019,1,19.3
Zacatecas,2019,1,19.92
Aguascalientes,2019,1,19.75
Baja California,2019,1,18.43
Baja California Sur,2019,1,20.4
Campeche,2019,1,19.69
Chiapas,2019,1,19.27
Chihuahua,2019,1,17.2
Ciudad de Mexico,2019,1,20.52
Coahuila de Zaragoza,2019,1,19.17
Colima,2019,1,19.72
Durango,2019,1,19.76
Guanajuato,2019,1,20.12
Guerrero,2019,1,19.83
Hidalgo,2019,1,19.29
Jalisco,2019,1,20.66
Michoacan de Ocampo,2019,1,20.06
Morelos,2019,1,19.65
Mexico,2019,1,20.16
Nacional,2019,1,19.44
Nayarit,2019,1,20.59
Nuevo Leon,2019,1,19.92
Oaxaca,2019,1,20.11
Puebla,2019,1,19.26
Queretaro,2019,1,19.94
Quintana Roo,2019,1,19.57
San Luis Potosi,2019,1,19.45
Sinaloa,2019,1,20.0
Sonora,2019,1,19.1
Tabasco,2019,1,18.56
Tamaulipas,2019,1,16.29
Tlaxcala,2019,1,19.34
Veracruz de Ignacio de la Llave,2019,1,18.92
Yucatan,2019,1,19.16
Zacatecas,2019,1,19.82
Aguascalientes,2019,1,19.65
Baja California,2019,1,18.34
Baja California Sur,2019,1,20.43
Campeche,2019,1,19.66
Chiapas,2019,1,19.09
Chihuahua,2019,1,17.23
Ciudad de Mexico,2019,1,20.39
Coahuila de Zaragoza,2019,1,19.18
Colima,2019,1,19.51
Durango,2019,1,19.68
Guanajuato,2019,1,20.0
Guerrero,2019,1,19.64
Hidalgo,2019,1,19.12
Jalisco,2019,1,20.52
Michoacan de Ocampo,2019,1,19.85
Morelos,2019,1,19.51
Mexico,2019,1,19.98
Nacional,2019,1,19.33
Nayarit,2019,1,20.36
Nuevo Leon,2019,1,19.65
Oaxaca,2019,1,19.98
Puebla,2019,1,19.16
Queretaro,2019,1,19.75
Quintana Roo,2019,1,19.39
San Luis Potosi,2019,1,19.31
Sinaloa,2019,1,19.84
Sonora,2019,1,18.97
Tabasco,2019,1,18.39
Tamaulipas,2019,1,16.16
Tlaxcala,2019,1,19.11
Veracruz de Ignacio de la Llave,2019,1,18.81
Yucatan,2019,1,19.06
Zacatecas,2019,1,19.73
Aguascalientes,2019,1,19.71
Baja California,2019,1,18.37
Baja California Sur,2019,1,20.56
Campeche,2019,1,19.62
Chiapas,2019,1,19.19
Chihuahua,2019,1,17.22
Ciudad de Mexico,2019,1,20.47
Coahuila de Zaragoza,2019,1,19.3
Colima,2019,1,19.59
Durango,2019,1,19.78
Guanajuato,2019,1,20.11
Guerrero,2019,1,19.77
Hidalgo,2019,1,19.26
Jalisco,2019,1,20.53
Michoacan de Ocampo,2019,1,19.93
Morelos,2019,1,19.55
Mexico,2019,1,20.0
Nacional,2019,1,19.4
Nayarit,2019,1,20.27
Nuevo Leon,2019,1,19.77
Oaxaca,2019,1,20.1
Puebla,2019,1,19.25
Queretaro,2019,1,19.79
Quintana Roo,2019,1,19.63
San Luis Potosi,2019,1,19.31
Sinaloa,2019,1,19.95
Sonora,2019,1,18.96
Tabasco,2019,1,18.45
Tamaulipas,2019,1,16.27
Tlaxcala,2019,1,19.26
Veracruz de Ignacio de la Llave,2019,1,18.88
Yucatan,2019,1,19.34
Zacatecas,2019,1,19.77
Aguascalientes,2019,1,19.67
Baja California,2019,1,18.17
Baja California Sur,2019,1,20.59
Campeche,2019,1,19.62
Chiapas,2019,1,19.21
Chihuahua,2019,1,17.02
Ciudad de Mexico,2019,1,20.31
Coahuila de Zaragoza,2019,1,19.09
Colima,2019,1,19.54
Durango,2019,1,19.75
Guanajuato,2019,1,20.05
Guerrero,2019,1,19.7
Hidalgo,2019,1,19.04
Jalisco,2019,1,20.38
Michoacan de Ocampo,2019,1,19.89
Morelos,2019,1,19.44
Mexico,2019,1,19.84
Nacional,2019,1,19.28
Nayarit,2019,1,20.16
Nuevo Leon,2019,1,19.73
Oaxaca,2019,1,20.06
Puebla,2019,1,19.18
Queretaro,2019,1,19.7
Quintana Roo,2019,1,19.62
San Luis Potosi,2019,1,19.17
Sinaloa,2019,1,19.85
Sonora,2019,1,18.62
Tabasco,2019,1,18.35
Tamaulipas,2019,1,15.9
Tlaxcala,2019,1,19.23
Veracruz de Ignacio de la Llave,2019,1,18.84
Yucatan,2019,1,19.3
Zacatecas,2019,1,19.7
Aguascalientes,2019,1,19.74
Baja California,2019,1,18.2
Baja California Sur,2019,1,20.64
Campeche,2019,1,19.69
Chiapas,2019,1,19.27
Chihuahua,2019,1,17.26
Ciudad de Mexico,2019,1,20.32
Coahuila de Zaragoza,2019,1,19.32
Colima,2019,1,19.59
Durango,2019,1,19.91
Guanajuato,2019,1,20.13
Guerrero,2019,1,19.9
Hidalgo,2019,1,19.09
Jalisco,2019,1,20.37
Michoacan de Ocampo,2019,1,19.96
Morelos,2019,1,19.44
Mexico,2019,1,19.83
Nacional,2019,1,19.37
Nayarit,2019,1,20.25
Nuevo Leon,2019,1,19.86
Oaxaca,2019,1,20.14
Puebla,2019,1,19.28
Queretaro,2019,1,19.74
Quintana Roo,2019,1,19.78
San Luis Potosi,2019,1,19.36
Sinaloa,2019,1,19.86
Sonora,2019,1,18.83
Tabasco,2019,1,18.46
Tamaulipas,2019,1,16.27
Tlaxcala,2019,1,19.33
Veracruz de Ignacio de la Llave,2019,1,18.91
Yucatan,2019,1,19.46
Zacatecas,2019,1,19.8
Aguascalientes,2019,1,19.79
Baja California,2019,1,18.09
Baja California Sur,2019,1,20.64
Campeche,2019,1,19.54
Chiapas,2019,1,19.19
Chihuahua,2019,1,17.06
Ciudad de Mexico,2019,1,20.26
Coahuila de Zaragoza,2019,1,19.35
Colima,2019,1,19.56
Durango,2019,1,19.86
Guanajuato,2019,1,20.12
Guerrero,2019,1,19.81
Hidalgo,2019,1,18.96
Jalisco,2019,1,20.35
Michoacan de Ocampo,2019,1,19.87
Morelos,2019,1,19.34
Mexico,2019,1,19.75
Nacional,2019,1,19.33
Nayarit,2019,1,20.14
Nuevo Leon,2019,1,19.82
Oaxaca,2019,1,20.1
Puebla,2019,1,19.27
Queretaro,2019,1,19.69
Quintana Roo,2019,1,19.68
San Luis Potosi,2019,1,19.33
Sinaloa,2019,1,19.8
Sonora,2019,1,19.13
Tabasco,2019,1,18.39
Tamaulipas,2019,1,16.39
Tlaxcala,2019,1,19.32
Veracruz de Ignacio de la Llave,2019,1,18.9
Yucatan,2019,1,19.29
Zacatecas,2019,1,19.74
Aguascalientes,2019,1,19.85
Baja California,2019,1,18.0
Baja California Sur,2019,1,20.64
Campeche,2019,1,19.48
Chiapas,2019,1,19.19
Chihuahua,2019,1,16.98
Ciudad de Mexico,2019,1,20.29
Coahuila de Zaragoza,2019,1,19.51
Colima,2019,1,19.54
Durango,2019,1,19.9
Guanajuato,2019,1,20.16
Guerrero,2019,1,19.88
Hidalgo,2019,1,18.97
Jalisco,2019,1,20.34
Michoacan de Ocampo,2019,1,19.95
Morelos,2019,1,19.32
Mexico,2019,1,19.77
Nacional,2019,1,19.32
Nayarit,2019,1,20.16
Nuevo Leon,2019,1,19.81
Oaxaca,2019,1,20.08
Puebla,2019,1,19.28
Queretaro,2019,1,19.71
Quintana Roo,2019,1,19.67
San Luis Potosi,2019,1,19.37
Sinaloa,2019,1,19.79
Sonora,2019,1,18.8
Tabasco,2019,1,18.34
Tamaulipas,2019,1,16.33
Tlaxcala,2019,1,19.33
Veracruz de Ignacio de la Llave,2019,1,18.87
Yucatan,2019,1,19.32
Zacatecas,2019,1,19.73
Aguascalientes,2019,1,19.92
Baja California,2019,1,18.0
Baja California Sur,2019,1,20.68
Campeche,2019,1,19.62
Chiapas,2019,1,19.27
Chihuahua,2019,1,17.28
Ciudad de Mexico,2019,1,20.45
Coahuila de Zaragoza,2019,1,19.48
Colima,2019,1,19.64
Durango,2019,1,20.04
Guanajuato,2019,1,20.21
Guerrero,2019,1,20.03
Hidalgo,2019,1,19.09
Jalisco,2019,1,20.47
Michoacan de Ocampo,2019,1,20.06
Morelos,2019,1,19.47
Mexico,2019,1,19.93
Nacional,2019,1,19.44
Nayarit,2019,1,20.29
Nuevo Leon,2019,1,19.88
Oaxaca,2019,1,20.15
Puebla,2019,1,19.36
Queretaro,2019,1,19.79
Quintana Roo,2019,1,19.86
San Luis Potosi,2019,1,19.5
Sinaloa,2019,1,19.88
Sonora,2019,1,18.99
Tabasco,2019,1,18.5
Tamaulipas,2019,1,16.52
Tlaxcala,2019,1,19.4
Veracruz de Ignacio de la Llave,2019,1,19.0
Yucatan,2019,1,19.45
Zacatecas,2019,1,19.89
Aguascalientes,2020,1,19.97
Baja California,2020,1,18.3
Baja California Sur,2020,1,20.76
Campeche,2020,1,19.73
Chiapas,2020,1,19.31
Chihuahua,2020,1,17.38
Ciudad de Mexico,2020,1,20.6
Coahuila de Zaragoza,2020,1,19.53
Colima,2020,1,19.72
Durango,2020,1,20.2
Guanajuato,2020,1,20.28
Guerrero,2020,1,20.15
Hidalgo,2020,1,19.15
Jalisco,2020,1,20.58
Michoacan de Ocampo,2020,1,20.14
Morelos,2020,1,19.59
Mexico,2020,1,20.03
Nacional,2020,1,19.52
Nayarit,2020,1,20.25
Nuevo Leon,2020,1,19.98
Oaxaca,2020,1,20.14
Puebla,2020,1,19.43
Queretaro,2020,1,19.83
Quintana Roo,2020,1,19.97
San Luis Potosi,2020,1,19.61
Sinaloa,2020,1,19.97
Sonora,2020,1,18.8
Tabasco,2020,1,18.62
Tamaulipas,2020,1,16.7
Tlaxcala,2020,1,19.47
Veracruz de Ignacio de la Llave,2020,1,19.1
Yucatan,2020,1,19.63
Zacatecas,2020,1,19.93
Aguascalientes,2020,1,19.96
Baja California,2020,1,18.37
Baja California Sur,2020,1,20.7
Campeche,2020,1,19.59
Chiapas,2020,1,19.15
Chihuahua,2020,1,17.16
Ciudad de Mexico,2020,1,20.45
Coahuila de Zaragoza,2020,1,19.41
Colima,2020,1,19.67
Durango,2020,1,20.06
Guanajuato,2020,1,20.19
Guerrero,2020,1,20.01
Hidalgo,2020,1,19.0
Jalisco,2020,1,20.43
Michoacan de Ocampo,2020,1,20.02
Morelos,2020,1,19.54
Mexico,2020,1,19.89
Nacional,2020,1,19.41
Nayarit,2020,1,20.26
Nuevo Leon,2020,1,19.92
Oaxaca,2020,1,20.13
Puebla,2020,1,19.34
Queretaro,2020,1,19.74
Quintana Roo,2020,1,19.85
San Luis Potosi,2020,1,19.5
Sinaloa,2020,1,19.85
Sonora,2020,1,18.95
Tabasco,2020,1,18.55
Tamaulipas,2020,1,16.56
Tlaxcala,2020,1,19.32
Veracruz de Ignacio de la Llave,2020,1,19.01
Yucatan,2020,1,19.46
Zacatecas,2020,1,19.79
Aguascalientes,2020,1,18.39
Baja California,2020,1,17.18
Baja California Sur,2020,1,18.91
Campeche,2020,1,18.61
Chiapas,2020,1,17.8
Chihuahua,2020,1,15.23
Ciudad de Mexico,2020,1,18.85
Coahuila de Zaragoza,2020,1,17.67
Colima,2020,1,17.62
Durango,2020,1,18.57
Guanajuato,2020,1,18.38
Guerrero,2020,1,18.29
Hidalgo,2020,1,17.07
Jalisco,2020,1,18.87
Michoacan de Ocampo,2020,1,17.92
Morelos,2020,1,17.96
Mexico,2020,1,18.14
Nacional,2020,1,17.8
Nayarit,2020,1,19.2
Nuevo Leon,2020,1,18.3
Oaxaca,2020,1,18.53
Puebla,2020,1,17.64
Queretaro,2020,1,17.91
Quintana Roo,2020,1,18.38
San Luis Potosi,2020,1,17.52
Sinaloa,2020,1,17.88
Sonora,2020,1,17.85
Tabasco,2020,1,17.77
Tamaulipas,2020,1,15.25
Tlaxcala,2020,1,17.48
Veracruz de Ignacio de la Llave,2020,1,17.4
Yucatan,2020,1,17.95
Zacatecas,2020,1,18.62
Aguascalientes,2020,1,15.36
Baja California,2020,1,14.19
Baja California Sur,2020,1,15.92
Campeche,2020,1,16.02
Chiapas,2020,1,15.28
Chihuahua,2020,1,12.91
Ciudad de Mexico,2020,1,15.56
Coahuila de Zaragoza,2020,1,15.16
Colima,2020,1,15.02
Durango,2020,1,15.93
Guanajuato,2020,1,15.43
Guerrero,2020,1,15.74
Hidalgo,2020,1,14.31
Jalisco,2020,1,16.02
Michoacan de Ocampo,2020,1,15.39
Morelos,2020,1,14.86
Mexico,2020,1,14.95
Nacional,2020,1,15.1
Nayarit,2020,1,16.48
Nuevo Leon,2020,1,15.91
Oaxaca,2020,1,16.17
Puebla,2020,1,14.6
Queretaro,2020,1,14.79
Quintana Roo,2020,1,16.16
San Luis Potosi,2020,1,14.57
Sinaloa,2020,1,15.68
Sonora,2020,1,15.47
Tabasco,2020,1,15.08
Tamaulipas,2020,1,13.15
Tlaxcala,2020,1,14.51
Veracruz de Ignacio de la Llave,2020,1,14.75
